Bug ID,Bug Resolution Date,Classes Touched by Fix,Earliest AV,Version of Ticket Creation,Version of Fix,
ISIS-915,2015-11-19T22:50:20.000+0000,adocs/documentation/Gemfile.lock|adocs/documentation/monitor.rb|adocs/documentation/pom.xml|adocs/documentation/src/main/asciidoc/guides/_cg_ide-templates.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_annotations.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_annotations_aaa_jee.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_annotations_manpage-Action.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_annotations_manpage-Action_domainEvent.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_annotations_manpage-Collection_domainEvent.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_annotations_manpage-DomainObjectLayout.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_annotations_manpage-DomainObjectLayout_cssClassUiEvent.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_annotations_manpage-DomainObjectLayout_iconUiEvent.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_annotations_manpage-DomainObjectLayout_titleUiEvent.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_annotations_manpage-Property_domainEvent.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_annotations_manpage-XmlJavaTypeAdapter.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_annotations_manpage-XmlRootElement.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_classes.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_classes_roles_manpage-Dto.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_runtime_configuring-core.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_runtime_specifying-components.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_schema-common.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_services-api.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_services-api_manpage-JaxbService.adoc|adocs/documentation/src/main/asciidoc/guides/_rg_services-spi_manpage-UrlEncodingService.adoc|adocs/documentation/src/main/asciidoc/guides/_ug_how-tos_class-structure.adoc|adocs/documentation/src/main/asciidoc/guides/_ug_more-advanced_view-models.adoc|adocs/documentation/src/main/asciidoc/resources/templates/isis-asciidoc-templates-idea.xml|adocs/template/document.html.erb|core/applib/src/main/java/org/apache/isis/applib/services/eventbus/ActionDomainEvent.java|core/applib/src/main/java/org/apache/isis/applib/services/eventbus/CollectionDomainEvent.java|core/applib/src/main/java/org/apache/isis/applib/services/eventbus/CssClassUiEvent.java|core/applib/src/main/java/org/apache/isis/applib/services/eventbus/IconUiEvent.java|core/applib/src/main/java/org/apache/isis/applib/services/eventbus/PropertyDomainEvent.java|core/applib/src/main/java/org/apache/isis/applib/services/eventbus/TitleUiEvent.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/actions/action/ActionAnnotationFacetFactory.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/collections/collection/CollectionAnnotationFacetFactory.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/domainobjectlayout/CssClassFacetViaDomainObjectLayoutAnnotationUsingCssClassUiEvent.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/domainobjectlayout/IconFacetViaDomainObjectLayoutAnnotationUsingIconUiEvent.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/domainobjectlayout/TitleFacetViaDomainObjectLayoutAnnotationUsingTitleUiEvent.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/properties/property/PropertyAnnotationFacetFactory.java|example/application/simpleapp/webapp/src/main/webapp/WEB-INF/isis.properties|,13,14,20,
ISIS-1278,2015-12-21T23:33:57.000+0000,core/viewer-restfulobjects-rendering/src/main/java/org/apache/isis/viewer/restfulobjects/rendering/domainobjects/ObjectPropertyReprRenderer.java|,19,20,20,
ISIS-1221,2015-12-22T16:03:42.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/members/order/MemberOrderFacet.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/members/order/MemberOrderFacetAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/layoutmetadata/json/LayoutMetadataReaderFromJson.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/spec/feature/ObjectAssociation.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/entity/properties/EntityPropertiesForm.java|,17,19,20,
ISIS-1128,2015-12-22T17:49:00.000+0000,adocs/documentation/src/main/asciidoc/guides/_ugbtb_more-advanced_i18n.adoc|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/all/i18n/TranslationFacetFactory.java|example/application/simpleapp/dom/src/main/java/domainapp/dom/simple/SimpleObject.java|example/application/simpleapp/dom/src/main/java/domainapp/dom/simple/SimpleObject.layout.json|,15,16,20,
ISIS-1193,2015-12-23T16:10:09.000+0000,core/viewer-restfulobjects-rendering/src/main/java/org/apache/isis/viewer/restfulobjects/rendering/domainobjects/ActionResultReprRenderer.java|core/viewer-restfulobjects-rendering/src/main/java/org/apache/isis/viewer/restfulobjects/rendering/service/RepresentationServiceContentNegotiator.java|core/viewer-restfulobjects-rendering/src/main/java/org/apache/isis/viewer/restfulobjects/rendering/service/conneg/ContentNegotiationServiceAbstract.java|core/viewer-restfulobjects-rendering/src/main/java/org/apache/isis/viewer/restfulobjects/rendering/service/conneg/ContentNegotiationServiceXRoDomainType.java|example/application/simpleapp/dom/src/main/java/domainapp/dom/simple/SimpleObjects.java|,17,17,20,
ISIS-1202,2015-12-23T16:28:51.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/valuechoices/ValueChoicesSelect2Panel.java|,17,19,20,
ISIS-1283,2015-12-28T16:09:05.000+0000,core/metamodel/src/main/java/org/apache/isis/core/commons/lang/ArrayExtensions.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/actions/action/invocation/ActionInvocationFacetForDomainEventAbstract.java|,19,20,20,
ISIS-1296,2016-01-17T14:43:27.000+0000,adocs/documentation/src/main/asciidoc/index.html|,20,21,22,
ISIS-1314,2016-02-26T14:29:31.000+0000,core/applib/src/main/java/org/apache/isis/applib/services/dto/Dto_downloadXml.java|core/applib/src/main/java/org/apache/isis/applib/services/dto/Dto_downloadXsd.java|,21,22,22,
ISIS-1125,2016-03-08T06:25:23.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/services/i18n/po/PoReader.java|,15,16,19,
ISIS-1311,2016-03-08T06:26:55.000+0000,core/applib/src/main/java/org/apache/isis/applib/services/layout/Object_downloadLayoutXml.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/jdosupport/Persistable_datanucleusId.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/jdosupport/Persistable_datanucleusVersionLong.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/jdosupport/Persistable_datanucleusVersionTimestamp.java|,21,22,22,
ISIS-1318,2016-03-14T20:10:32.000+0000,core/runtime/src/main/java/org/apache/isis/core/runtime/system/transaction/IsisTransaction.java|,21,22,22,
ISIS-1305,2016-03-15T07:23:01.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/container/DomainObjectContainerDefaultORIG.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/OneToManyAssociationMixedIn.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/OneToOneAssociationMixedIn.java|example/application/simpleapp/webapp/src/main/webapp/WEB-INF/isis.properties|,20,22,22,
ISIS-1328,2016-03-17T07:57:37.000+0000,core/viewer-wicket-model/src/main/java/org/apache/isis/viewer/wicket/model/hints/IsisUiHintEvent.java|core/viewer-wicket-model/src/main/java/org/apache/isis/viewer/wicket/model/models/EntityCollectionModel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/collection/selector/CollectionSelectorHelper.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/collection/selector/CollectionSelectorPanel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/collectioncontents/multiple/CollectionContentsMultipleViewsPanel.java|,21,22,22,
ISIS-1315,2016-03-18T12:53:46.000+0000,adocs/documentation/src/main/asciidoc/_migration-notes_1.9.0-to-1.10.0.adoc|adocs/documentation/src/main/asciidoc/documentation.adoc|adocs/documentation/src/main/asciidoc/guides/_rgmvn_intro.adoc|adocs/documentation/src/main/asciidoc/guides/_rgmvn_swagger.adoc|adocs/documentation/src/main/asciidoc/guides/_rgmvn_validate.adoc|adocs/documentation/src/main/asciidoc/guides/_rgmvn_xsd.adoc|adocs/documentation/src/main/asciidoc/guides/_rgsvc_api_SwaggerService.adoc|adocs/documentation/src/main/asciidoc/guides/_rgsvc_metadata-api.adoc|adocs/documentation/src/main/asciidoc/guides/_ugbtb_programming-model_custom-validator.adoc|adocs/documentation/src/main/asciidoc/guides/_ugbtb_view-models_jaxb.adoc|adocs/documentation/src/main/asciidoc/guides/_ugfun_getting-started.adoc|adocs/documentation/src/main/asciidoc/guides/_ugfun_getting-started_simpleapp-archetype.adoc|adocs/documentation/src/main/asciidoc/guides/cgcom.adoc|adocs/documentation/src/main/asciidoc/guides/cgcon.adoc|adocs/documentation/src/main/asciidoc/guides/rg.adoc|adocs/documentation/src/main/asciidoc/guides/rgant.adoc|adocs/documentation/src/main/asciidoc/guides/rgcfg.adoc|adocs/documentation/src/main/asciidoc/guides/rgcms.adoc|adocs/documentation/src/main/asciidoc/guides/rgmvn.adoc|adocs/documentation/src/main/asciidoc/guides/rgsvc.adoc|adocs/documentation/src/main/asciidoc/guides/simpleapp-archetype.adoc|adocs/documentation/src/main/asciidoc/guides/ug.adoc|adocs/documentation/src/main/asciidoc/guides/ugbtb.adoc|adocs/documentation/src/main/asciidoc/guides/ugfun.adoc|adocs/documentation/src/main/asciidoc/guides/ugsec.adoc|adocs/documentation/src/main/asciidoc/guides/ugtst.adoc|adocs/documentation/src/main/asciidoc/guides/ugvro.adoc|adocs/documentation/src/main/asciidoc/guides/ugvw.adoc|core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/swagger/internal/Generation.java|example/application/simpleapp/dom/pom.xml|example/application/simpleapp/integtests/pom.xml|,21,22,22,
ISIS-1309,2016-03-18T18:39:38.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/actionmenu/entityactions/AdditionalLinksPanel.java|,21,22,22,
ISIS-687,2016-03-19T10:05:02.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/actions/action/invocation/ActionInvocationFacet.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/autocomplete/AutoCompleteFacet.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/autocomplete/AutoCompleteFacetAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/param/autocomplete/MinLengthUtil.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/spec/feature/ObjectAction.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/reference/ReferencePanel.java|,9,10,22,
ISIS-1347,2016-03-22T23:18:20.000+0000,example/application/simpleapp/dom/src/main/java/domainapp/dom/simple/SimpleObject.java|,21,22,22,
ISIS-1346,2016-03-22T23:54:55.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/ObjectActionContributee.java|,21,22,22,
ISIS-1348,2016-03-25T06:40:09.000+0000,core/unittestsupport/src/main/java/org/apache/isis/core/unittestsupport/soap/PublishedEndpoints.java|core/unittestsupport/src/main/java/org/apache/isis/core/unittestsupport/soap/SoapEndpoint.java|,21,22,22,
ISIS-1355,2016-04-08T17:00:08.000+0000,core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/ScalarPanelAbstract.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/ScalarPanelTextFieldAbstract.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/isisapplib/IsisBlobOrClobPanelAbstract.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/primitive/BooleanPanel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/scalars/reference/ReferencePanel.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/widgets/valuechoices/ValueChoicesSelect2Panel.java|,22,23,24,
ISIS-1363,2016-04-08T17:27:04.000+0000,core/applib/src/main/java/org/apache/isis/applib/services/config/ConfigurationServiceMenu.java|core/pom.xml|core/src/main/appended-resources/supplemental-models.xml|example/application/simpleapp/app/pom.xml|example/application/simpleapp/dom/pom.xml|example/application/simpleapp/fixture/pom.xml|example/application/simpleapp/integtests/pom.xml|example/application/simpleapp/pom.xml|example/application/simpleapp/webapp/pom.xml|,22,23,23,
ISIS-1396,2016-04-29T13:58:42.000+0000,core/viewer-wicket-model/src/main/java/org/apache/isis/viewer/wicket/model/models/EntityModel.java|,23,24,24,
ISIS-1400,2016-05-15T17:29:22.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/services/grid/bootstrap3/GridSystemServiceBS3.java|core/viewer-wicket-ui/src/main/java/org/apache/isis/viewer/wicket/ui/components/actionmenu/entityactions/EntityActionLinkFactory.java|,23,24,24,
ISIS-1336,2016-05-17T18:44:02.000+0000,core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/object/domainobjectlayout/TitleFacetViaDomainObjectLayoutAnnotationUsingTitleUiEvent.java|,21,22,24,
ISIS-1402,2016-05-17T19:37:55.000+0000,core/metamodel/src/main/java/org/apache/isis/core/commons/authentication/MessageBroker.java|core/metamodel/src/main/java/org/apache/isis/core/commons/config/IsisConfiguration.java|core/metamodel/src/main/java/org/apache/isis/core/commons/config/IsisConfigurationDefault.java|core/metamodel/src/main/java/org/apache/isis/core/commons/debug/DebugBuilder.java|core/metamodel/src/main/java/org/apache/isis/core/commons/debug/DebugHtmlString.java|core/metamodel/src/main/java/org/apache/isis/core/commons/debug/DebugHtmlStringAbstract.java|core/metamodel/src/main/java/org/apache/isis/core/commons/debug/DebugList.java|core/metamodel/src/main/java/org/apache/isis/core/commons/debug/DebugString.java|core/metamodel/src/main/java/org/apache/isis/core/commons/debug/DebugTee.java|core/metamodel/src/main/java/org/apache/isis/core/commons/debug/DebugUtils.java|core/metamodel/src/main/java/org/apache/isis/core/commons/debug/Debuggable.java|core/metamodel/src/main/java/org/apache/isis/core/commons/debug/DebuggableWithTitle.java|core/metamodel/src/main/java/org/apache/isis/core/commons/debug/package-info.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/facets/FacetedMethod.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/spec/SpecificationLoaderSpi.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/spec/feature/ObjectMember.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/ObjectReflectorDefault.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/ObjectActionDefault.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/OneToManyAssociationDefault.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/OneToOneAssociationDefault.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/specloader/specimpl/dflt/ObjectSpecificationDefault.java|core/metamodel/src/main/java/org/apache/isis/core/metamodel/util/Dump.java|core/metamodel/src/main/java/org/apache/isis/core/runtime/authentication/standard/AuthenticationManagerStandard.java|core/metamodel/src/main/java/org/apache/isis/core/runtime/authorization/standard/AuthorizationManagerStandard.java|core/metamodel/src/test/java/org/apache/isis/core/commons/debug/DebugStringTest.java|core/metamodel/src/test/java/org/apache/isis/core/metamodel/facets/ProgrammableReflector.java|core/metamodel/src/test/java/org/apache/isis/core/metamodel/specloader/specimpl/ObjectAssociationAbstractTest.java|core/metamodel/src/test/java/org/apache/isis/core/metamodel/specloader/specimpl/ObjectAssociationAbstractTest_alwaysHidden.java|core/runtime/src/main/java/org/apache/isis/core/runtime/memento/CollectionData.java|core/runtime/src/main/java/org/apache/isis/core/runtime/memento/Data.java|core/runtime/src/main/java/org/apache/isis/core/runtime/memento/Memento.java|core/runtime/src/main/java/org/apache/isis/core/runtime/memento/ObjectData.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/DebugSelection.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/DeploymentType.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/IsisSystem.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/context/IsisContext.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/persistence/PersistenceSession.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/persistence/adaptermanager/OidAdapterHashMap.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/persistence/adaptermanager/PojoAdapterHashMap.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/session/IsisSession.java|core/runtime/src/main/java/org/apache/isis/core/runtime/system/transaction/IsisTransactionManager.java|core/runtime/src/test/java/org/apache/isis/core/runtime/persistence/adapterfactory/pojo/PojoAdapterTest.java|core/runtime/src/test/java/org/apache/isis/core/runtime/system/ObjectMemberAbstractTest.java|,23,24,24,
